강수분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 서울
기간 : 20031201~20221231

날짜,지점,강수량(mm)
2014-06-30,108,
2014-07-01,108,
2014-07-02,108,20.5
2014-07-03,108,2
2014-07-04,108,
2014-07-05,108,
2014-07-06,108,
2014-07-07,108,
2014-07-08,108,0.2
2014-07-09,108,0.5
2014-07-10,108,
2014-07-11,108,
2014-07-12,108,
2014-07-13,108,
2014-07-14,108,
2014-07-15,108,
2014-07-16,108,
2014-07-17,108,0.2
2014-07-18,108,1.5
2014-07-19,108,
2014-07-20,108,
2014-07-21,108,
2014-07-22,108,16.5
2014-07-23,108,55
2014-07-24,108,48
2014-07-25,108,59.5
2014-07-26,108,2.5
2014-07-27,108,
2014-07-28,108,
2014-07-29,108,
2014-07-30,108,
2014-07-31,108,1.5
2014-08-01,108,
2014-08-02,108,0
2014-08-03,108,13
2014-08-04,108,6.5
2014-08-05,108,0
2014-08-06,108,10.5
2014-08-07,108,0.2
2014-08-08,108,
2014-08-09,108,
2014-08-10,108,42.5
2014-08-11,108,
2014-08-12,108,
2014-08-13,108,0
2014-08-14,108,0.5
2014-08-15,108,
2014-08-16,108,
2014-08-17,108,3
2014-08-18,108,11.5
2014-08-19,108,4.5
2014-08-20,108,0.5
2014-08-21,108,46.5
2014-08-22,108,15
2014-08-23,108,0.5
2014-08-24,108,0.1
2014-08-25,108,0
2014-08-26,108,11.5
2014-08-27,108,
2014-08-28,108,
2014-08-29,108,6.5
2014-08-30,108,
2014-08-31,108,
2014-09-01,108,1.5
2014-09-02,108,6
2014-09-03,108,57.5
2014-09-04,108,
2014-09-05,108,
2014-09-06,108,
2014-09-07,108,
2014-09-08,108,
2014-09-09,108,
2014-09-10,108,
2014-09-11,108,
2014-09-12,108,0.1
2014-09-13,108,
2014-09-14,108,
2014-09-15,108,
2014-09-16,108,
2014-09-17,108,
2014-09-18,108,
2014-09-19,108,
2014-09-20,108,
2014-09-21,108,0
2014-09-22,108,
2014-09-23,108,
2014-09-24,108,6.5
2014-09-25,108,
2014-09-26,108,0
2014-09-27,108,
2014-09-28,108,0.5
2014-09-29,108,16
2014-09-30,108,
2014-10-01,108,
2014-10-02,108,9
2014-10-03,108,
2014-10-04,108,
2014-10-05,108,
2014-10-06,108,
2014-10-07,108,
2014-10-08,108,
2014-10-09,108,
2014-10-10,108,
2014-10-11,108,
2014-10-12,108,
2014-10-13,108,
2014-10-14,108,
2014-10-15,108,
2014-10-16,108,2.5
2014-10-17,108,
2014-10-18,108,
2014-10-19,108,
2014-10-20,108,21.5
2014-10-21,108,18.5
2014-10-22,108,
2014-10-23,108,
2014-10-24,108,
2014-10-25,108,
2014-10-26,108,0.5
2014-10-27,108,
2014-10-28,108,
2014-10-29,108,
2014-10-30,108,
2014-10-31,108,0.2
2014-11-01,108,
2014-11-02,108,2.5
2014-11-03,108,
2014-11-04,108,
2014-11-05,108,
2014-11-06,108,0.5
2014-11-07,108,
2014-11-08,108,
2014-11-09,108,
2014-11-10,108,
2014-11-11,108,2
2014-11-12,108,5
2014-11-13,108,
2014-11-14,108,0
2014-11-15,108,
2014-11-16,108,1
2014-11-17,108,1.5
2014-11-18,108,
2014-11-19,108,
2014-11-20,108,
2014-11-21,108,
2014-11-22,108,4
2014-11-23,108,
2014-11-24,108,
2014-11-25,108,
2014-11-26,108,
2014-11-27,108,
2014-11-28,108,18
2014-11-29,108,
2014-11-30,108,7
2014-12-01,108,0.5
2014-12-02,108,0
2014-12-03,108,0.9
2014-12-04,108,0
2014-12-05,108,
2014-12-06,108,
2014-12-07,108,
2014-12-08,108,
2014-12-09,108,
2014-12-10,108,2
2014-12-11,108,0.5
2014-12-12,108,0.1
2014-12-13,108,
2014-12-14,108,0
2014-12-15,108,10.5
2014-12-16,108,0
2014-12-17,108,
2014-12-18,108,
2014-12-19,108,0.9
2014-12-20,108,2
2014-12-21,108,0
2014-12-22,108,0.3
2014-12-23,108,
2014-12-24,108,0.2
2014-12-25,108,
2014-12-26,108,
2014-12-27,108,
2014-12-28,108,
2014-12-29,108,
2014-12-30,108,
2014-12-31,108,0
2015-01-01,108,
2015-01-02,108,
2015-01-03,108,
2015-01-04,108,0
2015-01-05,108,0.4
2015-01-06,108,3
2015-01-07,108,
2015-01-08,108,
2015-01-09,108,
2015-01-10,108,
2015-01-11,108,
2015-01-12,108,
2015-01-13,108,
2015-01-14,108,
2015-01-15,108,
2015-01-16,108,0.3
2015-01-17,108,
2015-01-18,108,4
2015-01-19,108,0.1
2015-01-20,108,
2015-01-21,108,
2015-01-22,108,
2015-01-23,108,
2015-01-24,108,
2015-01-25,108,3
2015-01-26,108,0.5
2015-01-27,108,
2015-01-28,108,
2015-01-29,108,
2015-01-30,108,
2015-01-31,108,
2015-02-01,108,
2015-02-02,108,
2015-02-03,108,
2015-02-04,108,
2015-02-05,108,
2015-02-06,108,
2015-02-07,108,
2015-02-08,108,
2015-02-09,108,0.2
2015-02-10,108,
2015-02-11,108,
2015-02-12,108,
2015-02-13,108,
2015-02-14,108,
2015-02-15,108,
2015-02-16,108,10.5
2015-02-17,108,0.5
2015-02-18,108,0
2015-02-19,108,
2015-02-20,108,
2015-02-21,108,8
2015-02-22,108,2.5
2015-02-23,108,
2015-02-24,108,
2015-02-25,108,0.5
2015-02-26,108,0.5
2015-02-27,108,
2015-02-28,108,
2015-03-01,108,0
2015-03-02,108,
2015-03-03,108,5.5
2015-03-04,108,
2015-03-05,108,
2015-03-06,108,
2015-03-07,108,
2015-03-08,108,
2015-03-09,108,
2015-03-10,108,
2015-03-11,108,
2015-03-12,108,
2015-03-13,108,0.1
2015-03-14,108,
2015-03-15,108,
2015-03-16,108,
2015-03-17,108,0
2015-03-18,108,1.5
2015-03-19,108,
2015-03-20,108,
2015-03-21,108,
2015-03-22,108,
2015-03-23,108,
2015-03-24,108,
2015-03-25,108,
2015-03-26,108,
2015-03-27,108,
2015-03-28,108,
2015-03-29,108,
2015-03-30,108,
2015-03-31,108,2.5
2015-04-01,108,2.5
2015-04-02,108,28
2015-04-03,108,3.5
2015-04-04,108,0
2015-04-05,108,0.5
2015-04-06,108,
2015-04-07,108,0
2015-04-08,108,
2015-04-09,108,
2015-04-10,108,
2015-04-11,108,
2015-04-12,108,
2015-04-13,108,6.5
2015-04-14,108,10.5
2015-04-15,108,1
2015-04-16,108,7
2015-04-17,108,
2015-04-18,108,0
2015-04-19,108,12
2015-04-20,108,5.5
2015-04-21,108,
2015-04-22,108,0
2015-04-23,108,
2015-04-24,108,
2015-04-25,108,
2015-04-26,108,
2015-04-27,108,
2015-04-28,108,0
2015-04-29,108,3.5
2015-04-30,108,
2015-05-01,108,
2015-05-02,108,0.5
2015-05-03,108,3.5
2015-05-04,108,
2015-05-05,108,
2015-05-06,108,
2015-05-07,108,
2015-05-08,108,
2015-05-09,108,
2015-05-10,108,
2015-05-11,108,14
2015-05-12,108,9.5
2015-05-13,108,0
2015-05-14,108,
2015-05-15,108,
2015-05-16,108,
2015-05-17,108,
2015-05-18,108,
2015-05-19,108,1
2015-05-20,108,
2015-05-21,108,
2015-05-22,108,
2015-05-23,108,
2015-05-24,108,
2015-05-25,108,
2015-05-26,108,
2015-05-27,108,
2015-05-28,108,
2015-05-29,108,
2015-05-30,108,0.4
2015-05-31,108,
2015-06-01,108,
2015-06-02,108,
2015-06-03,108,
2015-06-04,108,
2015-06-05,108,1
2015-06-06,108,
2015-06-07,108,
2015-06-08,108,
2015-06-09,108,
2015-06-10,108,
2015-06-11,108,7.5
2015-06-12,108,0.5
2015-06-13,108,0.5
2015-06-14,108,15.5
2015-06-15,108,
2015-06-16,108,
2015-06-17,108,9.5
2015-06-18,108,3
2015-06-19,108,
2015-06-20,108,44.5
2015-06-21,108,
2015-06-22,108,
2015-06-23,108,
2015-06-24,108,
2015-06-25,108,2
2015-06-26,108,12.5
2015-06-27,108,
2015-06-28,108,
2015-06-29,108,0
2015-06-30,108,2.5
2015-07-01,108,0.5
2015-07-02,108,
2015-07-03,108,
2015-07-04,108,
2015-07-05,108,
2015-07-06,108,
2015-07-07,108,
2015-07-08,108,0.5
2015-07-09,108,
2015-07-10,108,
2015-07-11,108,0
2015-07-12,108,29
2015-07-13,108,10
2015-07-14,108,
2015-07-15,108,
2015-07-16,108,
2015-07-17,108,
2015-07-18,108,0.5
2015-07-19,108,5
2015-07-20,108,
2015-07-21,108,11
2015-07-22,108,1
2015-07-23,108,16
2015-07-24,108,26.5
2015-07-25,108,80
2015-07-26,108,40.5
2015-07-27,108,1.5
2015-07-28,108,0
2015-07-29,108,4
2015-07-30,108,
2015-07-31,108,
2015-08-01,108,
2015-08-02,108,16.5
2015-08-03,108,0
2015-08-04,108,
2015-08-05,108,0.1
2015-08-06,108,
2015-08-07,108,11
2015-08-08,108,7.5
2015-08-09,108,
2015-08-10,108,
2015-08-11,108,
2015-08-12,108,
2015-08-13,108,0
2015-08-14,108,
2015-08-15,108,0.1
2015-08-16,108,29
2015-08-17,108,
2015-08-18,108,
2015-08-19,108,0
2015-08-20,108,0.4
2015-08-21,108,2.5
2015-08-22,108,0
2015-08-23,108,
2015-08-24,108,
2015-08-25,108,5.5
2015-08-26,108,0
2015-08-27,108,0
2015-08-28,108,0.3
2015-08-29,108,
2015-08-30,108,0
2015-08-31,108,
2015-09-01,108,
2015-09-02,108,0.5
2015-09-03,108,18
2015-09-04,108,
2015-09-05,108,5
2015-09-06,108,
2015-09-07,108,
2015-09-08,108,
2015-09-09,108,
2015-09-10,108,
2015-09-11,108,2.5
2015-09-12,108,
2015-09-13,108,
2015-09-14,108,
2015-09-15,108,
2015-09-16,108,
2015-09-17,108,
2015-09-18,108,
2015-09-19,108,
2015-09-20,108,
2015-09-21,108,
2015-09-22,108,
2015-09-23,108,
2015-09-24,108,
2015-09-25,108,
2015-09-26,108,
2015-09-27,108,
2015-09-28,108,0
2015-09-29,108,
2015-09-30,108,
2015-10-01,108,35
2015-10-02,108,
2015-10-03,108,
2015-10-04,108,
2015-10-05,108,
2015-10-06,108,
2015-10-07,108,
2015-10-08,108,
2015-10-09,108,
2015-10-10,108,3.5
2015-10-11,108,3.5
2015-10-12,108,
2015-10-13,108,
2015-10-14,108,
2015-10-15,108,
2015-10-16,108,
2015-10-17,108,
2015-10-18,108,
2015-10-19,108,
2015-10-20,108,
2015-10-21,108,
2015-10-22,108,
2015-10-23,108,
2015-10-24,108,10.5
2015-10-25,108,
2015-10-26,108,2
2015-10-27,108,26.5
2015-10-28,108,
2015-10-29,108,0.5
2015-10-30,108,
2015-10-31,108,
2015-11-01,108,
2015-11-02,108,
2015-11-03,108,
2015-11-04,108,
2015-11-05,108,
2015-11-06,108,4.5
2015-11-07,108,24.5
2015-11-08,108,10.5
2015-11-09,108,3.5
2015-11-10,108,
2015-11-11,108,
2015-11-12,108,
2015-11-13,108,22.5
2015-11-14,108,3.5
2015-11-15,108,
2015-11-16,108,5.5
2015-11-17,108,
2015-11-18,108,5.5
2015-11-19,108,
2015-11-20,108,
2015-11-21,108,
2015-11-22,108,3.5
2015-11-23,108,6.5
2015-11-24,108,0.5
2015-11-25,108,11
2015-11-26,108,0
2015-11-27,108,
2015-11-28,108,0.1
2015-11-29,108,3
2015-11-30,108,
2015-12-01,108,
2015-12-02,108,13.5
2015-12-03,108,7.1
2015-12-04,108,
2015-12-05,108,
2015-12-06,108,
2015-12-07,108,
2015-12-08,108,
2015-12-09,108,
2015-12-10,108,0.3
2015-12-11,108,
2015-12-12,108,
2015-12-13,108,
2015-12-14,108,2.5
2015-12-15,108,0.1
2015-12-16,108,
2015-12-17,108,
2015-12-18,108,0
2015-12-19,108,
2015-12-20,108,
2015-12-21,108,2
2015-12-22,108,
2015-12-23,108,0.4
2015-12-24,108,
2015-12-25,108,0
2015-12-26,108,0.7
2015-12-27,108,
2015-12-28,108,
2015-12-29,108,
2015-12-30,108,2.5
2015-12-31,108,
2016-01-01,108,
2016-01-02,108,
2016-01-03,108,
2016-01-04,108,
2016-01-05,108,
2016-01-06,108,
2016-01-07,108,
2016-01-08,108,
2016-01-09,108,
2016-01-10,108,
2016-01-11,108,
2016-01-12,108,
2016-01-13,108,0.4
2016-01-14,108,0
2016-01-15,108,
2016-01-16,108,0.1
2016-01-17,108,
2016-01-18,108,0.2
2016-01-19,108,
2016-01-20,108,
2016-01-21,108,
2016-01-22,108,
2016-01-23,108,0
2016-01-24,108,
2016-01-25,108,
2016-01-26,108,0.3
2016-01-27,108,
2016-01-28,108,
2016-01-29,108,
2016-01-30,108,
2016-01-31,108,
2016-02-01,108,
2016-02-02,108,
2016-02-03,108,
2016-02-04,108,
2016-02-05,108,
2016-02-06,108,
2016-02-07,108,
2016-02-08,108,
2016-02-09,108,
2016-02-10,108,
2016-02-11,108,0.1
2016-02-12,108,18
2016-02-13,108,21
2016-02-14,108,2.5
2016-02-15,108,0
2016-02-16,108,0.8
2016-02-17,108,
2016-02-18,108,
2016-02-19,108,
2016-02-20,108,
2016-02-21,108,
2016-02-22,108,0
2016-02-23,108,0.9
2016-02-24,108,
2016-02-25,108,
2016-02-26,108,0
2016-02-27,108,0.2
2016-02-28,108,4.1
2016-02-29,108,0
2016-03-01,108,
2016-03-02,108,
2016-03-03,108,
2016-03-04,108,0.1
2016-03-05,108,40
2016-03-06,108,0.2
2016-03-07,108,0
2016-03-08,108,
2016-03-09,108,
2016-03-10,108,
2016-03-11,108,
2016-03-12,108,
2016-03-13,108,0.1
2016-03-14,108,
2016-03-15,108,
2016-03-16,108,
2016-03-17,108,
2016-03-18,108,
2016-03-19,108,
2016-03-20,108,
2016-03-21,108,
2016-03-22,108,
2016-03-23,108,
2016-03-24,108,
2016-03-25,108,
2016-03-26,108,
2016-03-27,108,
2016-03-28,108,
2016-03-29,108,0.1
2016-03-30,108,
2016-03-31,108,
2016-04-01,108,
2016-04-02,108,
2016-04-03,108,2
2016-04-04,108,
2016-04-05,108,
2016-04-06,108,3
2016-04-07,108,7.5
2016-04-08,108,
2016-04-09,108,
2016-04-10,108,
2016-04-11,108,
2016-04-12,108,
2016-04-13,108,1
2016-04-14,108,
2016-04-15,108,
2016-04-16,108,23.5
2016-04-17,108,20.5
2016-04-18,108,1.5
2016-04-19,108,
2016-04-20,108,0.5
2016-04-21,108,17
2016-04-22,108,0
2016-04-23,108,
2016-04-24,108,
2016-04-25,108,
2016-04-26,108,
2016-04-27,108,
2016-04-28,108,
2016-04-29,108,0.3
2016-04-30,108,
2016-05-01,108,
2016-05-02,108,16.5
2016-05-03,108,27
2016-05-04,108,
2016-05-05,108,7.5
2016-05-06,108,9.5
2016-05-07,108,
2016-05-08,108,
2016-05-09,108,0
2016-05-10,108,13.5
2016-05-11,108,
2016-05-12,108,
2016-05-13,108,0.5
2016-05-14,108,
2016-05-15,108,45
2016-05-16,108,2.5
2016-05-17,108,
2016-05-18,108,
2016-05-19,108,
2016-05-20,108,
2016-05-21,108,
2016-05-22,108,
2016-05-23,108,
2016-05-24,108,38.5
2016-05-25,108,
2016-05-26,108,0
2016-05-27,108,
2016-05-28,108,
2016-05-29,108,
2016-05-30,108,
2016-05-31,108,
2016-06-01,108,
2016-06-02,108,
2016-06-03,108,
2016-06-04,108,
2016-06-05,108,
2016-06-06,108,0
2016-06-07,108,0.1
2016-06-08,108,
2016-06-09,108,
2016-06-10,108,
2016-06-11,108,3
2016-06-12,108,1.5
2016-06-13,108,
2016-06-14,108,0
2016-06-15,108,15.5
2016-06-16,108,0
2016-06-17,108,
2016-06-18,108,
2016-06-19,108,0
2016-06-20,108,
2016-06-21,108,
2016-06-22,108,30.5
2016-06-23,108,0.1
2016-06-24,108,3.5
2016-06-25,108,
2016-06-26,108,
2016-06-27,108,
2016-06-28,108,
2016-06-29,108,
2016-06-30,108,0.2
2016-07-01,108,108.5
2016-07-02,108,4
2016-07-03,108,
2016-07-04,108,29.5
2016-07-05,108,100.5
2016-07-06,108,0
2016-07-07,108,0
2016-07-08,108,
2016-07-09,108,
2016-07-10,108,
2016-07-11,108,0
2016-07-12,108,3
2016-07-13,108,0
2016-07-14,108,0.1
2016-07-15,108,1.5
2016-07-16,108,46.5
2016-07-17,108,2.5
2016-07-18,108,0.2
2016-07-19,108,
2016-07-20,108,
2016-07-21,108,
2016-07-22,108,
2016-07-23,108,0.5
2016-07-24,108,0.5
2016-07-25,108,
2016-07-26,108,
2016-07-27,108,0.5
2016-07-28,108,0.2
2016-07-29,108,59.5
2016-07-30,108,0.5
2016-07-31,108,0.2
2016-08-01,108,
2016-08-02,108,2
2016-08-03,108,
2016-08-04,108,
2016-08-05,108,
2016-08-06,108,
2016-08-07,108,
2016-08-08,108,
2016-08-09,108,1
2016-08-10,108,
2016-08-11,108,
2016-08-12,108,
2016-08-13,108,
2016-08-14,108,0.2
2016-08-15,108,0
2016-08-16,108,0.5
2016-08-17,108,
2016-08-18,108,
2016-08-19,108,11.5
2016-08-20,108,
2016-08-21,108,0
2016-08-22,108,0.4
2016-08-23,108,8
2016-08-24,108,0
2016-08-25,108,4.5
2016-08-26,108,20
2016-08-27,108,0
2016-08-28,108,1.5
2016-08-29,108,
2016-08-30,108,0
2016-08-31,108,17.5
2016-09-01,108,
2016-09-02,108,4.5
2016-09-03,108,0.5
2016-09-04,108,
2016-09-05,108,
2016-09-06,108,
2016-09-07,108,
2016-09-08,108,4.5
2016-09-09,108,
2016-09-10,108,
2016-09-11,108,
2016-09-12,108,2.5
2016-09-13,108,
2016-09-14,108,
2016-09-15,108,
2016-09-16,108,
2016-09-17,108,7
2016-09-18,108,
2016-09-19,108,
2016-09-20,108,
2016-09-21,108,
2016-09-22,108,
2016-09-23,108,
2016-09-24,108,
2016-09-25,108,
2016-09-26,108,
2016-09-27,108,13.5
2016-09-28,108,0.5
2016-09-29,108,
2016-09-30,108,
2016-10-01,108,
2016-10-02,108,18.5
2016-10-03,108,6.5
2016-10-04,108,
2016-10-05,108,
2016-10-06,108,
2016-10-07,108,2
2016-10-08,108,6
2016-10-09,108,
2016-10-10,108,
2016-10-11,108,
2016-10-12,108,
2016-10-13,108,
2016-10-14,108,
2016-10-15,108,
2016-10-16,108,1.5
2016-10-17,108,
2016-10-18,108,
2016-10-19,108,
2016-10-20,108,
2016-10-21,108,
2016-10-22,108,
2016-10-23,108,2.5
2016-10-24,108,
2016-10-25,108,37
2016-10-26,108,0
2016-10-27,108,
2016-10-28,108,0.3
2016-10-29,108,
2016-10-30,108,
2016-10-31,108,0.5
2016-11-01,108,
2016-11-02,108,0.1
2016-11-03,108,0.2
2016-11-04,108,0
2016-11-05,108,0
2016-11-06,108,
2016-11-07,108,5.5
2016-11-08,108,0.5
2016-11-09,108,
2016-11-10,108,0.4
2016-11-11,108,4
2016-11-12,108,
2016-11-13,108,0.5
2016-11-14,108,1.5
2016-11-15,108,
2016-11-16,108,
2016-11-17,108,
2016-11-18,108,0
2016-11-19,108,0
2016-11-20,108,
2016-11-21,108,
2016-11-22,108,0.2
2016-11-23,108,
2016-11-24,108,
2016-11-25,108,
2016-11-26,108,2.8
2016-11-27,108,0
2016-11-28,108,
2016-11-29,108,
2016-11-30,108,1
2016-12-01,108,
2016-12-02,108,
2016-12-03,108,
2016-12-04,108,
2016-12-05,108,1.5
2016-12-06,108,
2016-12-07,108,0
2016-12-08,108,3
2016-12-09,108,3
2016-12-10,108,
2016-12-11,108,
2016-12-12,108,
2016-12-13,108,
2016-12-14,108,0.1
2016-12-15,108,
2016-12-16,108,
2016-12-17,108,0
2016-12-18,108,
2016-12-19,108,0.1
2016-12-20,108,
2016-12-21,108,29
2016-12-22,108,23.5
2016-12-23,108,0.1
2016-12-24,108,
2016-12-25,108,
2016-12-26,108,0
2016-12-27,108,0.5
2016-12-28,108,
2016-12-29,108,0.3
2016-12-30,108,
2016-12-31,108,0
2017-01-01,108,
2017-01-02,108,0.3
2017-01-03,108,
2017-01-04,108,
2017-01-05,108,
2017-01-06,108,
2017-01-07,108,
2017-01-08,108,0
2017-01-09,108,0
2017-01-10,108,
2017-01-11,108,
2017-01-12,108,0
2017-01-13,108,0.6
2017-01-14,108,
2017-01-15,108,
2017-01-16,108,
2017-01-17,108,
2017-01-18,108,0
2017-01-19,108,
2017-01-20,108,4
2017-01-21,108,2.1
2017-01-22,108,0
2017-01-23,108,
2017-01-24,108,
2017-01-25,108,
2017-01-26,108,0.3
2017-01-27,108,3
2017-01-28,108,
2017-01-29,108,4.5
2017-01-30,108,0.1
2017-01-31,108,
2017-02-01,108,
2017-02-02,108,
2017-02-03,108,
2017-02-04,108,
2017-02-05,108,0.5
2017-02-06,108,
2017-02-07,108,
2017-02-08,108,
2017-02-09,108,
2017-02-10,108,
2017-02-11,108,
2017-02-12,108,
2017-02-13,108,
2017-02-14,108,
2017-02-15,108,
2017-02-16,108,0
2017-02-17,108,4
2017-02-18,108,
2017-02-19,108,1
2017-02-20,108,0.5
2017-02-21,108,
2017-02-22,108,5.1
2017-02-23,108,
2017-02-24,108,
2017-02-25,108,
2017-02-26,108,
2017-02-27,108,
2017-02-28,108,
2017-03-01,108,5
2017-03-02,108,0.5
2017-03-03,108,
2017-03-04,108,
2017-03-05,108,0.5
2017-03-06,108,
2017-03-07,108,0
2017-03-08,108,0
2017-03-09,108,
2017-03-10,108,
2017-03-11,108,
2017-03-12,108,0
2017-03-13,108,
2017-03-14,108,
2017-03-15,108,
2017-03-16,108,
2017-03-17,108,
2017-03-18,108,
2017-03-19,108,
2017-03-20,108,
2017-03-21,108,
2017-03-22,108,
2017-03-23,108,
2017-03-24,108,
2017-03-25,108,
2017-03-26,108,
2017-03-27,108,0.4
2017-03-28,108,
2017-03-29,108,
2017-03-30,108,
2017-03-31,108,1.5
2017-04-01,108,1
2017-04-02,108,
2017-04-03,108,
2017-04-04,108,
2017-04-05,108,37.5
2017-04-06,108,3
2017-04-07,108,
2017-04-08,108,0.5
2017-04-09,108,0.5
2017-04-10,108,
2017-04-11,108,
2017-04-12,108,
2017-04-13,108,0
2017-04-14,108,6
2017-04-15,108,
2017-04-16,108,
2017-04-17,108,5.5
2017-04-18,108,7.5
2017-04-19,108,
2017-04-20,108,0.1
2017-04-21,108,
2017-04-22,108,
2017-04-23,108,
2017-04-24,108,
2017-04-25,108,
2017-04-26,108,
2017-04-27,108,
2017-04-28,108,
2017-04-29,108,
2017-04-30,108,
2017-05-01,108,
2017-05-02,108,
2017-05-03,108,
2017-05-04,108,
2017-05-05,108,
2017-05-06,108,
2017-05-07,108,
2017-05-08,108,
2017-05-09,108,2.5
2017-05-10,108,2.5
2017-05-11,108,0
2017-05-12,108,
2017-05-13,108,6
2017-05-14,108,
2017-05-15,108,0
2017-05-16,108,
2017-05-17,108,
2017-05-18,108,
2017-05-19,108,
2017-05-20,108,
2017-05-21,108,
2017-05-22,108,
2017-05-23,108,5
2017-05-24,108,0.1
2017-05-25,108,
2017-05-26,108,
2017-05-27,108,
2017-05-28,108,
2017-05-29,108,
2017-05-30,108,
2017-05-31,108,
2017-06-01,108,
2017-06-02,108,0
2017-06-03,108,
2017-06-04,108,
2017-06-05,108,0
2017-06-06,108,15.5
2017-06-07,108,12.5
2017-06-08,108,
2017-06-09,108,0.1
2017-06-10,108,4.5
2017-06-11,108,
2017-06-12,108,
2017-06-13,108,0
2017-06-14,108,
2017-06-15,108,
2017-06-16,108,
2017-06-17,108,
2017-06-18,108,
2017-06-19,108,
2017-06-20,108,0
2017-06-21,108,0
2017-06-22,108,
2017-06-23,108,
2017-06-24,108,3.5
2017-06-25,108,1.5
2017-06-26,108,29
2017-06-27,108,0
2017-06-28,108,
2017-06-29,108,
2017-06-30,108,
2017-07-01,108,0.5
2017-07-02,108,92
2017-07-03,108,67.5
2017-07-04,108,0.5
2017-07-05,108,
2017-07-06,108,34
2017-07-07,108,16.5
2017-07-08,108,4.5
2017-07-09,108,32.5
2017-07-10,108,144.5
2017-07-11,108,1
2017-07-12,108,0
2017-07-13,108,
2017-07-14,108,0
2017-07-15,108,42.5
2017-07-16,108,22.5
2017-07-17,108,7.5
2017-07-18,108,2.5
2017-07-19,108,
2017-07-20,108,
2017-07-21,108,
2017-07-22,108,0.5
2017-07-23,108,133.5
2017-07-24,108,3
2017-07-25,108,
2017-07-26,108,
2017-07-27,108,3.5
2017-07-28,108,8.5
2017-07-29,108,0
2017-07-30,108,
2017-07-31,108,3.5
2017-08-01,108,2
2017-08-02,108,
2017-08-03,108,
2017-08-04,108,
2017-08-05,108,0
2017-08-06,108,5
2017-08-07,108,
2017-08-08,108,
2017-08-09,108,2.5
2017-08-10,108,5.5
2017-08-11,108,0.5
2017-08-12,108,
2017-08-13,108,0
2017-08-14,108,1.5
2017-08-15,108,93.5
2017-08-16,108,2
2017-08-17,108,0.5
2017-08-18,108,0
2017-08-19,108,0
2017-08-20,108,124.5
2017-08-21,108,5
2017-08-22,108,
2017-08-23,108,31.5
2017-08-24,108,14
2017-08-25,108,
2017-08-26,108,
2017-08-27,108,0
2017-08-28,108,9
2017-08-29,108,
2017-08-30,108,
2017-08-31,108,
2017-09-01,108,
2017-09-02,108,
2017-09-03,108,
2017-09-04,108,
2017-09-05,108,0
2017-09-06,108,2
2017-09-07,108,
2017-09-08,108,
2017-09-09,108,
2017-09-10,108,0.5
2017-09-11,108,24
2017-09-12,108,
2017-09-13,108,
2017-09-14,108,
2017-09-15,108,
2017-09-16,108,
2017-09-17,108,
2017-09-18,108,
2017-09-19,108,8
2017-09-20,108,
2017-09-21,108,
2017-09-22,108,
2017-09-23,108,0
2017-09-24,108,0
2017-09-25,108,
2017-09-26,108,0
2017-09-27,108,0.5
2017-09-28,108,
2017-09-29,108,
2017-09-30,108,
2017-10-01,108,4
2017-10-02,108,1.5
2017-10-03,108,
2017-10-04,108,
2017-10-05,108,
2017-10-06,108,0.5
2017-10-07,108,0
2017-10-08,108,
2017-10-09,108,0
2017-10-10,108,0.4
2017-10-11,108,20
2017-10-12,108,
2017-10-13,108,
2017-10-14,108,
2017-10-15,108,
2017-10-16,108,
2017-10-17,108,
2017-10-18,108,0.1
2017-10-19,108,
2017-10-20,108,
2017-10-21,108,
2017-10-22,108,
2017-10-23,108,
2017-10-24,108,
2017-10-25,108,
2017-10-26,108,
2017-10-27,108,
2017-10-28,108,
2017-10-29,108,
2017-10-30,108,
2017-10-31,108,
2017-11-01,108,
2017-11-02,108,1
2017-11-03,108,1.5
2017-11-04,108,
2017-11-05,108,
2017-11-06,108,
2017-11-07,108,0
2017-11-08,108,0
2017-11-09,108,
2017-11-10,108,7.5
2017-11-11,108,
2017-11-12,108,
2017-11-13,108,4.5
2017-11-14,108,
2017-11-15,108,
2017-11-16,108,
2017-11-17,108,0
2017-11-18,108,
2017-11-19,108,
2017-11-20,108,0
2017-11-21,108,
2017-11-22,108,0.5
2017-11-23,108,1.2
2017-11-24,108,0
2017-11-25,108,24
2017-11-26,108,
2017-11-27,108,
2017-11-28,108,0.5
2017-11-29,108,0
2017-11-30,108,
2017-12-01,108,0
2017-12-02,108,
2017-12-03,108,4
2017-12-04,108,0.1
2017-12-05,108,0.1
2017-12-06,108,1.2
2017-12-07,108,
2017-12-08,108,
2017-12-09,108,
2017-12-10,108,4.1
2017-12-11,108,
2017-12-12,108,
2017-12-13,108,
2017-12-14,108,
2017-12-15,108,0
2017-12-16,108,
2017-12-17,108,
2017-12-18,108,3.4
2017-12-19,108,
2017-12-20,108,0.2
2017-12-21,108,
2017-12-22,108,
2017-12-23,108,
2017-12-24,108,20
2017-12-25,108,
2017-12-26,108,
2017-12-27,108,
2017-12-28,108,0
2017-12-29,108,0
2017-12-30,108,0.7
2017-12-31,108,1
2018-01-01,108,
2018-01-02,108,
2018-01-03,108,
2018-01-04,108,
2018-01-05,108,
2018-01-06,108,
2018-01-07,108,
2018-01-08,108,0.9
